year,sport,division,round,team1,team1_seed,team2,team2_seed,score,location,neutral_site,distance_miles,tier
2017,baseball,2A/1A,First Round,Bandon,,Dufur / South Wasc…,,,Quinton Street Ballpark …,False,229.1,yellow
2017,baseball,2A/1A,First Round,Pilot Rock / Nixyaawii,,Umpqua Valley Christian,,,Pilot Rock / Nixyaawii HS,False,272.0,red
2017,baseball,2A/1A,First Round,Bonanza,,Regis,,,Bonanza HS,False,192.6,yellow
2017,baseball,2A/1A,First Round,Nestucca,,Oakland,,,Nestucca HS,False,126.8,yellow
2017,baseball,2A/1A,First Round,Kennedy,,Sherman,,,Kennedy HS,False,104.5,green
2017,baseball,2A/1A,First Round,Lost River,,Knappa,,,Lost River HS,False,303.5,red
2017,baseball,2A/1A,Quarterfinals,Umpqua Valley Christian,,Dufur / South Wasc…,,,Quinton Street Ballpa…,False,189.4,yellow
2017,baseball,2A/1A,Quarterfinals,Oakland,,Regis,,,Oakland HS,False,98.6,green
2017,baseball,2A/1A,Quarterfinals,Sherman,,Knappa,,,Sherman HS,False,145.9,yellow
2017,baseball,2A/1A,Semifinals,Reedsport,,Dufur,,,Quinton Street Ballpark …,False,190.0,yellow
2017,baseball,2A/1A,Semifinals,Regis,,Knappa,,,Regis HS,False,103.0,green
2017,baseball,2A/1A,Championship,Reedsport,,Knappa,,,Volcanoes Stadium,False,173.1,yellow
2017,baseball,3A,First Round,Catlin Gabel,,Stanfield,,,Catlin Gabel HS,False,173.5,yellow
2017,baseball,3A,First Round,Cascade Christian,,Santiam Christian,,,Cascade Christian HS,False,162.9,yellow
2017,baseball,3A,First Round,Irrigon,,"St. Mary's, Medford",,,Irrigon HS,False,298.0,red
2017,baseball,3A,First Round,Nyssa,,Dayton,,,Nyssa HS,False,313.6,red
2017,baseball,3A,First Round,Salem Academy,,Glide,,,Salem Academy HS,False,113.4,green
2017,baseball,3A,First Round,Joseph / Enterprise / …,,La Pine,,,Joseph / Enterprise / … HS,False,240.6,yellow
2017,baseball,3A,Quarterfinals,Taft,,Stanfield,,,Taft HS,False,239.7,yellow
2017,baseball,3A,Quarterfinals,Santiam Christian,,"St. Mary's, Medford",,,Santiam Christian HS,False,162.9,yellow
2017,baseball,3A,Quarterfinals,Glide,,Dayton,,,Glide HS,False,132.6,yellow
2017,baseball,3A,Semifinals,"St. Mary's, Medford",,Stanfield,,,"St. Mary's, Medford HS",False,299.5,red
2017,baseball,4A,First Round,Astoria,,Estacada,,,Astoria HS,False,95.2,green
2017,baseball,4A,First Round,Phoenix,,La Grande,,,Phoenix HS,False,316.3,red
2017,baseball,4A,First Round,Junction City,,Henley,,,Junction City HS,False,160.2,yellow
2017,baseball,4A,Quarterfinals,Astoria,,Hidden Valley,,,Astoria HS,False,262.2,red
2017,baseball,4A,Quarterfinals,Sweet Home,,La Grande,,,Sweet Home HS,False,236.4,yellow
2017,baseball,4A,Quarterfinals,Banks,,Henley,,,Banks HS,False,248.4,yellow
2017,baseball,4A,Semifinals,Astoria,,La Grande,,,Astoria HS,False,283.2,red
2017,baseball,4A,Semifinals,Philomath,,Henley,,,Philomath HS,False,183.5,yellow
2017,baseball,4A,Championship,La Grande,,Henley,,,Volcanoes Stadium,False,284.1,red
2017,baseball,5A,First Round,Milwaukie,,Churchill,,,Milwaukie HS,False,101.2,green
2017,baseball,5A,First Round,Summit,,Wilsonville,,,Summit HS,False,110.5,green
2017,baseball,5A,First Round,Dallas,,Hood River Valley,,,Dallas HS,False,103.2,green
2017,baseball,5A,First Round,Hillsboro,,Crater,,,Anhorn Field,False,217.5,yellow
2017,baseball,5A,Quarterfinals,Putnam,,Crater,,,Putnam HS,False,211.6,yellow
2017,baseball,5A,Semifinals,Crescent Valley,,Crater,,,Crescent Valley HS,False,153.6,yellow
2017,baseball,5A,Championship,Crater,,Churchill,,,Volcanoes Stadium,False,114.4,green
2017,baseball,6A,First Round,Roseburg,,South Salem,,,Roseburg HS,False,118.2,green
2017,baseball,6A,First Round,Reynolds,,Sheldon,,,Reynolds HS,False,105.6,green
2017,baseball,6A,First Round,Jesuit,,South Medford,,,Harry and David Field,False,219.4,yellow
2017,baseball,6A,First Round,Grants Pass,,Westview,,,Grants Pass HS,False,215.8,yellow
2017,baseball,6A,Second Round,Roseburg,,Beaverton,,,Roseburg HS,False,159.1,yellow
2017,baseball,6A,Second Round,South Medford,,Sheldon,,,South Medford HS,False,123.2,yellow
2017,baseball,6A,Quarterfinals,Grant,,Sheldon,,,Grant HS,False,102.7,green
2016,baseball,6A,First Round,Century,,Sheldon,,,Century HS,False,98.8,green
2016,baseball,6A,First Round,South Medford,,West Linn,,,South Medford HS,False,211.1,yellow
2016,baseball,6A,First Round,Grants Pass,,Beaverton,,,Grants Pass HS,False,212.2,yellow
2016,baseball,6A,First Round,Grant,,North Medford,,,Grant HS,False,221.2,yellow
2016,baseball,6A,First Round,Roseburg,,West Salem,,,Roseburg HS,False,120.8,yellow
2016,baseball,5A,First Round,Milwaukie,,Summit,,,Milwaukie HS,False,114.1,green
2016,baseball,5A,First Round,Hillsboro,,Crater,,,Anhorn Field,False,217.5,yellow
2016,baseball,5A,First Round,La Salle Prep,,Churchill,,,La Salle Prep HS,False,100.9,green
2016,baseball,5A,First Round,Wilsonville,,Ashland,,,North Mountain Park,False,214.6,yellow
2016,baseball,5A,First Round,Eagle Point,,Hood River Valley,,,Eagle Point HS,False,232.7,yellow
2016,baseball,5A,Quarterfinals,Putnam,,Summit,,,Putnam HS,False,113.0,green
2016,baseball,5A,Quarterfinals,Churchill,,Crater,,,Churchill HS,False,114.4,green
2016,baseball,5A,Quarterfinals,Ashland,,Hood River Valley,,,Ashland HS,False,250.1,red
2016,baseball,5A,Semifinals,Crescent Valley,,Summit,,,Crescent Valley HS,False,101.7,green
2016,baseball,5A,Semifinals,Churchill,,Hood River Valley,,,Churchill HS,False,140.8,yellow
2016,baseball,5A,Championship,Hood River Valley,,Summit,,,Volcanoes Stadium,False,112.5,green
2016,baseball,4A,First Round,Brookings-Harbor,,Henley,,,Brookings-Harbor HS,False,131.1,yellow
2016,baseball,4A,First Round,Hidden Valley,,La Grande,,,Hidden Valley HS,False,330.8,red
2016,baseball,4A,First Round,Astoria,,North Bend,,,Astoria HS,False,193.1,yellow
2016,baseball,4A,First Round,Baker,,Cottage Grove,,,Baker HS,False,267.1,red
2016,baseball,4A,First Round,Ontario,,Estacada,,,Ontario HS,False,278.0,red
2016,baseball,4A,First Round,South Umpqua,,Banks,,,South Umpqua HS,False,183.1,yellow
2016,baseball,4A,Quarterfinals,Astoria,,Cottage Grove,,,Astoria HS,False,169.4,yellow
2016,baseball,4A,Quarterfinals,Elmira,,Banks,,,Hillsboro Stadium - Ron T…,False,106.7,green
2016,baseball,4A,Semifinals,Astoria,,Henley,,,Astoria HS,False,296.8,red
2016,baseball,4A,Championship,Estacada,,Henley,,,Volcanoes Stadium,False,218.0,yellow
2016,baseball,3A,First Round,Nyssa,,"St. Mary's, Medford",,,Nyssa HS,False,315.0,red
2016,baseball,3A,First Round,Lakeview,,Stanfield,,,Horyna Athletic Comp…,False,254.3,red
2016,baseball,3A,First Round,Catlin Gabel,,Pleasant Hill,,,Catlin Gabel HS,False,105.6,green
2016,baseball,3A,First Round,Vale,,Glide,,,Vale HS,False,296.9,red
2016,baseball,3A,Quarterfinals,"Horizon Christian, Tualatin",,"St. Mary's, Medford",,,"Horizon Christian, Tualatin HS",False,211.3,yellow
2016,baseball,3A,Quarterfinals,Catlin Gabel,,Stanfield,,,Horyna Athletic Comp…,False,173.5,yellow
2016,baseball,3A,Quarterfinals,Glide,,Rainier,,,Glide HS,False,192.8,yellow
2016,baseball,3A,Semifinals,"St. Mary's, Medford",,Santiam Christian,,,"St. Mary's, Medford HS",False,162.9,yellow
2016,baseball,3A,Semifinals,Stanfield,,Rainier,,,Stanfield HS,False,180.1,yellow
2016,baseball,3A,Championship,Stanfield,,Santiam Christian,,,Volcanoes Stadium,False,209.6,yellow
2016,baseball,2A/1A,First Round,Dufur,,Burns,,,Dufur HS,False,164.6,yellow
2016,baseball,2A/1A,First Round,Lost River,,Irrigon,,,Lost River HS,False,287.1,red
2016,baseball,2A/1A,First Round,Regis,,Weston-McEwen,,,Regis HS,False,220.6,yellow
2016,baseball,2A/1A,First Round,Oakland,,Knappa,,,Oakland HS,False,191.3,yellow
2016,baseball,2A/1A,Quarterfinals,Waldport,,Burns,,,Waldport HS,False,255.8,red
2016,baseball,2A/1A,Quarterfinals,Kennedy,,Irrigon,,,Kennedy HS,False,170.1,yellow
2016,baseball,2A/1A,Quarterfinals,Weston-McEwen,,Monroe,,,Weston-McEwen HS,False,256.3,red
2016,baseball,2A/1A,Quarterfinals,North Douglas,,Knappa,,,North Douglas HS,False,174.7,yellow
2016,baseball,2A/1A,Semifinals,Irrigon,,Burns,,,Irrigon HS,False,161.1,yellow
2016,baseball,2A/1A,Semifinals,Monroe,,Knappa,,,Monroe HS,False,129.6,yellow
2016,baseball,2A/1A,Championship,Knappa,,Burns,,,Volcanoes Stadium,False,285.5,red
2015,baseball,6A,First Round,Thurston,,Westview,,,Thurston HS,False,103.5,green
2015,baseball,6A,First Round,Grants Pass,,Gresham,,,Grants Pass HS,False,216.3,yellow
2015,baseball,6A,First Round,Grant,,North Medford,,,Grant HS,False,221.2,yellow
2015,baseball,6A,Second Round,Grants Pass,,McMinnville,,,Grants Pass HS,False,191.6,yellow
2015,baseball,6A,Second Round,Sherwood,,North Medford,,,Sherwood HS,False,208.0,yellow
2015,baseball,6A,Quarterfinals,Beaverton,,Sheldon,,,Beaverton HS,False,97.3,green
2015,baseball,6A,Quarterfinals,McMinnville,,North Medford,,,McMinnville HS,False,198.6,yellow
2015,baseball,5A,First Round,Wilsonville,,Bend,,,Wilsonville HS,False,111.8,green
2015,baseball,5A,First Round,St. Helens,,North Eugene,,,St. Helens HS,False,124.6,yellow
2015,baseball,5A,First Round,Crater,,Summit,,,Crater HS,False,143.2,yellow
2015,baseball,5A,First Round,Pendleton,,Corvallis,,,Pendleton HS,False,231.1,yellow
2015,baseball,5A,First Round,Dallas,,Hood River Valley,,,Dallas HS,False,103.2,green
2015,baseball,5A,First Round,Putnam,,Churchill,,,Putnam HS,False,100.4,green
2015,baseball,5A,Quarterfinals,Bend,,Liberty,,,Bend HS,False,131.8,yellow
2015,baseball,5A,Quarterfinals,Pendleton,,Crescent Valley,,,Pendleton HS,False,229.7,yellow
2015,baseball,5A,Semifinals,Summit,,Liberty,,,Ron Tonkin Field,False,130.5,yellow
2015,baseball,5A,Semifinals,Pendleton,,Hood River Valley,,,Pendleton HS,False,131.6,yellow
2015,baseball,4A,First Round,Cascade,,Henley,,,Cascade HS,False,195.1,yellow
2015,baseball,4A,First Round,Sweet Home,,North Bend / Orego…,,,Sweet Home HS,False,100.9,green
2015,baseball,4A,First Round,Estacada,,Astoria,,,Estacada HS,False,95.2,green
2015,baseball,4A,First Round,Philomath,,Hidden Valley,,,Philomath HS,False,147.3,yellow
2015,baseball,4A,First Round,Mazama,,Gladstone,,,Mazama HS,False,222.9,yellow
2015,baseball,4A,First Round,North Marion,,Baker,,,North Marion HS,False,242.5,yellow
2015,baseball,4A,First Round,Scappoose,,Newport,,,Frank Wade Field,False,96.1,green
2015,baseball,4A,Quarterfinals,North Bend / Oregon …,,Henley,,,North Bend / Oregon … HS,False,152.7,yellow
2015,baseball,4A,Quarterfinals,Astoria,,Hidden Valley,,,Astoria HS,False,262.2,red
2015,baseball,4A,Championship,Scappoose,,Henley,,,Volcanoes Stadium,False,254.4,red
2015,baseball,3A,First Round,Scio,,Cascade Christian,,,U.S. Cellular Fields,False,166.7,yellow
2015,baseball,3A,First Round,Pleasant Hill,,Stanfield,,,Pleasant Hill HS,False,222.2,yellow
2015,baseball,3A,First Round,Vale,,Glide,,,Vale HS,False,296.9,red
2015,baseball,3A,First Round,Harrisburg,,Clatskanie,,,Harrisburg HS,False,126.5,yellow
2015,baseball,3A,First Round,"St. Mary's, Medford",,Taft,,,"St. Mary's, Medford HS",False,190.6,yellow
2015,baseball,3A,First Round,Nyssa,,Santiam Christian,,,Nyssa HS,False,313.1,red
2015,baseball,3A,Quarterfinals,Stanfield,,Cascade Christian,,,US Cellular Field,False,299.8,red
2015,baseball,3A,Quarterfinals,"Horizon Christian, Tualatin",,Glide,,,"Horizon Christian, Tualatin HS",False,144.8,yellow
2015,baseball,3A,Quarterfinals,"St. Mary's, Medford",,Santiam Christian,,,"St. Mary's, Medford HS",False,162.9,yellow
2015,baseball,3A,Semifinals,Clatskanie,,Santiam Christian,,,Clatskanie HS,False,99.1,green
2015,baseball,2A/1A,First Round,Glendale,,Monroe / Alsea,,,Glendale HS,False,109.5,green
2015,baseball,2A/1A,First Round,Kennedy,,Pilot Rock / Nixyaa…,,,Kennedy HS,False,194.7,yellow
2015,baseball,2A/1A,First Round,Faith Bible,,Burns,,,Faith Bible HS,False,235.4,yellow
2015,baseball,2A/1A,First Round,Grant Union,,Regis,,,Grant Union HS,False,190.7,yellow
2015,baseball,2A/1A,First Round,Country Christian,,North Douglas,,,Country Christian HS,False,109.1,green
2015,baseball,2A/1A,First Round,Toledo,,Dufur,,,Toledo HS,False,148.9,yellow
2015,baseball,2A/1A,First Round,Lost River,,Knappa,,,Lost River HS,False,303.5,red
2015,baseball,2A/1A,Quarterfinals,Pilot Rock / Nixyaawii,,Monroe / Alsea,,,Pilot Rock / Nixyaawii HS,False,232.4,yellow
2015,baseball,2A/1A,Quarterfinals,Reedsport,,Burns,,,Reedsport HS,False,252.2,red
2015,baseball,2A/1A,Quarterfinals,Dufur,,Knappa,,,Dufur HS,False,129.1,yellow
2015,baseball,2A/1A,Semifinals,Burns,,Monroe / Alsea,,,Goss Stadium,False,216.9,yellow
2015,baseball,2A/1A,Semifinals,Regis,,Knappa,,,CMH Field Astoria,False,103.0,green
2015,baseball,2A/1A,Championship,Knappa,,Monroe / Alsea,,,Volcanoes Stadium,False,129.6,yellow
2014,baseball,2A/1A,First Round,Lost River,,Knappa,,,Broadway Field,False,303.5,red
2014,baseball,2A/1A,First Round,Portland Christian,,Gold Beach,,,Portland Christian HS,False,231.9,yellow
2014,baseball,2A/1A,First Round,Country Christian,,Weston-McEwen / …,,,Country Christian HS,False,203.3,yellow
2014,baseball,2A/1A,First Round,Gaston,,Umpqua Valley Christian,,,Legion Field,False,152.6,yellow
2014,baseball,2A/1A,First Round,Dufur / South Wasc…,,Grant Union,,,Dufur / South Wasc… HS,False,128.2,yellow
2014,baseball,2A/1A,First Round,Union / Cove,,Monroe,,,Union / Cove HS,False,273.4,red
2014,baseball,2A/1A,Quarterfinals,Dufur,,Monroe,,,Dufur HS,False,132.2,yellow
2014,baseball,2A/1A,Championship,Weston-McEwen,,Monroe,,,Volcanoes Stadium,False,256.3,red
2014,baseball,3A,First Round,Harrisburg,,Stanfield,,,Harrisburg HS,False,219.3,yellow
2014,baseball,3A,First Round,Dayton,,Glide,,,Dayton HS,False,132.6,yellow
2014,baseball,3A,First Round,Burns,,"Horizon Christian, Tualatin",,,West Linn HS,False,221.0,yellow
2014,baseball,3A,First Round,Vale,,Pleasant Hill,,,Vale HS,False,284.2,red
2014,baseball,3A,First Round,"St. Mary's, Medford",,Santiam Christian,,,"St. Mary's, Medford HS",False,162.9,yellow
2014,baseball,3A,First Round,Rainier,,Cascade Christian,,,US Cellular Field #9,False,260.0,red
2014,baseball,3A,Quarterfinals,Pleasant Hill,,"Horizon Christian, Tualatin",,,Pleasant Hill HS,False,99.0,green
2014,baseball,3A,Semifinals,Glide,,Valley Catholic,,,Glide HS,False,149.9,yellow
2014,baseball,3A,Semifinals,"Horizon Christian, Tualatin",,Cascade Christian,,,US Cellular Field #9,False,211.3,yellow
2014,baseball,4A,First Round,Mazama,,Sisters,,,Mazama HS,False,144.6,yellow
2014,baseball,4A,First Round,La Grande,,Scappoose,,,La Grande HS,False,233.6,yellow
2014,baseball,4A,First Round,Hidden Valley,,North Marion,,,Hidden Valley HS,False,197.2,yellow
2014,baseball,4A,First Round,Estacada,,Baker / Powder Va…,,,Estacada HS,False,222.6,yellow
2014,baseball,4A,First Round,Cascade,,Ridgeview,,,Cascade HS,False,96.0,green
2014,baseball,4A,First Round,Astoria,,Philomath,,,Astoria HS,False,116.1,green
2014,baseball,4A,First Round,Cottage Grove,,Henley,,,Cottage Grove HS,False,131.3,yellow
2014,baseball,4A,Quarterfinals,Newport,,Sisters,,,Newport HS,False,125.8,yellow
2014,baseball,4A,Quarterfinals,La Grande,,North Marion,,,La Grande HS,False,227.1,yellow
2014,baseball,4A,Quarterfinals,Ridgeview,,Baker,,,Ridgeview HS,False,168.1,yellow
2014,baseball,4A,Quarterfinals,Philomath,,Henley,,,Philomath HS,False,183.5,yellow
2014,baseball,4A,Semifinals,Ridgeview,,Henley,,,Ridgeview HS,False,148.3,yellow
2014,baseball,4A,Championship,Henley,,Sisters,,,Volcanoes Stadium,False,147.1,yellow
2014,baseball,5A,First Round,Hermiston,,Sherwood,,,Hermiston HS,False,174.9,yellow
2014,baseball,5A,First Round,Dallas,,Ashland,,,N. Mountain Park,False,190.7,yellow
2014,baseball,5A,First Round,Hood River Valley,,Springfield,,,Hood River Valley HS,False,135.6,yellow
2014,baseball,5A,First Round,Corvallis,,Pendleton,,,Corvallis HS,False,231.1,yellow
2014,baseball,5A,Quarterfinals,Marist Catholic,,Sandy,,,Marist Catholic HS,False,103.5,green
2014,baseball,5A,Quarterfinals,Sherwood,,Ashland,,,N. Mountain Park,False,218.6,yellow
2014,baseball,5A,Quarterfinals,Hood River Valley,,Pendleton,,,Hood River Valley HS,False,131.6,yellow
2014,baseball,5A,Semifinals,Hood River Valley,,Crescent Valley,,,Hood River Valley HS,False,114.6,green
2014,baseball,6A,First Round,Aloha,,Crater,,,Anhorn Field,False,215.3,yellow
2014,baseball,6A,First Round,Sunset,,Sheldon,,,Sunset HS,False,98.9,green
2014,baseball,6A,First Round,Roseburg,,West Linn,,,Roseburg HS,False,152.8,yellow
2014,baseball,6A,First Round,Thurston,,Westview,,,Thurston HS,False,103.5,green
2014,baseball,6A,First Round,Barlow,,South Medford,,,Harry & David Field,False,220.3,yellow
2014,baseball,6A,First Round,Oregon City,,North Medford,,,Oregon City HS,False,208.4,yellow
2014,baseball,6A,Second Round,Tigard,,Crater,,,Anhorn Field,False,211.2,yellow
2014,baseball,6A,Second Round,Century,,Sheldon,,,Century HS,False,98.8,green
2014,baseball,6A,Quarterfinals,Sheldon,,Crater,,,Anhorn Field,False,119.0,green
2014,baseball,6A,Quarterfinals,Lake Oswego,,North Medford,,,Lake Oswego HS,False,211.9,yellow
2014,baseball,6A,Semifinals,Hillsboro,,Sheldon,,,Hillsboro HS,False,98.9,green
2014,baseball,6A,Semifinals,Tualatin,,North Medford,,,Tualatin HS,False,209.9,yellow
2014,baseball,6A,Championship,Sheldon,,North Medford,,,Volcanoes Stadium,False,121.2,yellow
